No.,Time,Source,Destination,Protocol,Length,time 2,Time 1,delay 1,delay 2,Jitler
540,8.324385,13.250.177.223,192.168.100.221,TCP,66,8.324614,8.324385,0.000229,8.324156,8.323927
541,8.324614,192.168.100.221,13.250.177.223,TCP,54,8.325717,8.324614,0.001103,8.323511,8.322408
542,8.325717,192.168.100.221,13.250.177.223,TLSv1.3,571,8.328553,8.325717,0.002836,8.322881,8.320045
543,8.328553,185.199.109.154,192.168.100.221,TCP,54,8.328554,8.328553,1E-06,8.328552,8.328551
544,8.328554,185.199.109.154,192.168.100.221,TLSv1.2,204,8.354584,8.328554,0.02603,8.302524,8.276494
545,8.354584,13.250.177.223,192.168.100.221,TLSv1.3,1466,8.354585,8.354584,1E-06,8.354583,8.354582
546,8.354585,13.250.177.223,192.168.100.221,TCP,1466,8.354588,8.354585,3E-06,8.354582,8.354579
547,8.354588,13.250.177.223,192.168.100.221,TLSv1.3,752,8.3548,8.354588,0.000212,8.354376,8.354164
548,8.3548,192.168.100.221,13.250.177.223,TCP,54,8.356974,8.3548,0.002174,8.352626,8.350452
549,8.356974,74.125.200.136,192.168.100.221,UDP,1202,8.356974,8.356974,0,8.356974,8.356974
550,8.356974,74.125.200.136,192.168.100.221,UDP,243,8.364273,8.356974,0.007299,8.349675,8.342376
551,8.364273,13.250.177.223,192.168.100.221,TLSv1.3,1466,8.364274,8.364273,1E-06,8.364272,8.364271
552,8.364274,13.250.177.223,192.168.100.221,TCP,1466,8.364276,8.364274,2E-06,8.364272,8.36427
553,8.364276,13.250.177.223,192.168.100.221,TLSv1.3,752,8.36444,8.364276,0.000164,8.364112,8.363948
554,8.36444,192.168.100.221,13.250.177.223,TCP,54,8.373249,8.36444,0.008809,8.355631,8.346822
555,8.373249,192.168.100.221,185.199.109.154,TCP,54,8.382008,8.373249,0.008759,8.36449,8.355731
556,8.382008,192.168.100.221,185.199.109.154,TLSv1.2,105,8.384616,8.382008,0.002608,8.3794,8.376792
557,8.384616,192.168.100.221,13.250.177.223,TLSv1.3,118,8.388416,8.384616,0.0038,8.380816,8.377016
558,8.388416,192.168.100.221,13.250.177.223,TLSv1.3,118,8.388739,8.388416,0.000323,8.388093,8.38777
559,8.388739,192.168.100.221,13.250.177.223,TLSv1.3,1389,8.409025,8.388739,0.020286,8.368453,8.348167
560,8.409025,192.168.100.221,74.125.200.136,UDP,75,8.415695,8.409025,0.00667,8.402355,8.395685
561,8.415695,13.250.177.223,192.168.100.221,TLSv1.3,133,8.415696,8.415695,1E-06,8.415694,8.415693
562,8.415696,13.250.177.223,192.168.100.221,TLSv1.3,133,8.415849,8.415696,0.000153,8.415543,8.41539
563,8.415849,192.168.100.221,13.250.177.223,TCP,54,8.421254,8.415849,0.005405,8.410444,8.405039
564,8.421254,192.168.100.221,74.125.200.136,UDP,75,8.424871,8.421254,0.003617,8.417637,8.41402
565,8.424871,13.250.177.223,192.168.100.221,TLSv1.3,133,8.424872,8.424871,1E-06,8.42487,8.424869
566,8.424872,13.250.177.223,192.168.100.221,TLSv1.3,133,8.425048,8.424872,0.000176,8.424696,8.42452
567,8.425048,192.168.100.221,13.250.177.223,TCP,54,8.459626,8.425048,0.034578,8.39047,8.355892
568,8.459626,185.199.109.154,192.168.100.221,TCP,56,8.463806,8.459626,0.00418,8.455446,8.451266
569,8.463806,13.250.177.223,192.168.100.221,TCP,56,9.088436,8.463806,0.62463,7.839176,7.214546
570,9.088436,192.168.100.221,192.168.100.1,DNS,82,9.091432,9.088436,0.002996,9.08544,9.082444
571,9.091432,13.250.177.223,192.168.100.221,TLSv1.3,1446,9.091434,9.091432,2E-06,9.09143,9.091428
572,9.091434,13.250.177.223,192.168.100.221,TLSv1.3,1135,9.091434,9.091434,0,9.091434,9.091434
573,9.091434,13.250.177.223,192.168.100.221,TLSv1.3,1446,9.091436,9.091434,2E-06,9.091432,9.09143
574,9.091436,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.091437,9.091436,1E-06,9.091435,9.091434
575,9.091437,13.250.177.223,192.168.100.221,TLSv1.3,1426,9.091438,9.091437,1E-06,9.091436,9.091435
576,9.091438,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.091438,9.091438,0,9.091438,9.091438
577,9.091438,13.250.177.223,192.168.100.221,TLSv1.3,1426,9.091789,9.091438,0.000351,9.091087,9.090736
578,9.091789,192.168.100.221,13.250.177.223,TCP,54,9.092777,9.091789,0.000988,9.090801,9.089813
579,9.092777,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.092777,9.092777,0,9.092777,9.092777
580,9.092777,13.250.177.223,192.168.100.221,TLSv1.3,1426,9.092778,9.092777,1E-06,9.092776,9.092775
581,9.092778,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.09278,9.092778,2E-06,9.092776,9.092774
582,9.09278,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.092957,9.09278,0.000177,9.092603,9.092426
583,9.092957,192.168.100.221,13.250.177.223,TCP,54,9.108438,9.092957,0.015481,9.077476,9.061995
584,9.108438,192.168.100.1,192.168.100.221,DNS,163,9.125793,9.108438,0.017355,9.091083,9.073728
585,9.125793,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.125794,9.125793,1E-06,9.125792,9.125791
586,9.125794,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.125795,9.125794,1E-06,9.125793,9.125792
587,9.125795,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.125796,9.125795,1E-06,9.125794,9.125793
588,9.125796,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.125797,9.125796,1E-06,9.125795,9.125794
589,9.125797,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.125798,9.125797,1E-06,9.125796,9.125795
590,9.125798,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.125798,9.125798,0,9.125798,9.125798
591,9.125798,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.126089,9.125798,0.000291,9.125507,9.125216
592,9.126089,192.168.100.221,13.250.177.223,TCP,54,9.126506,9.126089,0.000417,9.125672,9.125255
593,9.126506,192.168.100.221,172.217.194.148,UDP,1392,9.1273,9.126506,0.000794,9.125712,9.124918
594,9.1273,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.127301,9.1273,1E-06,9.127299,9.127298
595,9.127301,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.127301,9.127301,0,9.127301,9.127301
596,9.127301,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.127302,9.127301,1E-06,9.1273,9.127299
597,9.127302,13.250.177.223,192.168.100.221,TLSv1.3,1466,9.127303,9.127302,1E-06,9.127301,9.1273
598,9.127303,13.250.177.223,192.168.100.221,TLSv1.3,626,9.127494,9.127303,0.000191,9.127112,9.126921
599,9.127494,192.168.100.221,13.250.177.223,TCP,54,9.129117,9.127494,0.001623,9.125871,9.124248
600,9.129117,192.168.100.221,172.217.194.148,UDP,692,9.165743,9.129117,0.036626,9.092491,9.055865
601,9.165743,172.217.194.148,192.168.100.221,UDP,1392,9.166554,9.165743,0.000811,9.164932,9.164121
602,9.166554,172.217.194.148,192.168.100.221,UDP,316,9.1687,9.166554,0.002146,9.164408,9.162262
603,9.1687,192.168.100.221,172.217.194.148,UDP,75,9.193942,9.1687,0.025242,9.143458,9.118216
604,9.193942,192.168.100.221,172.217.194.148,UDP,75,9.394321,9.193942,0.200379,8.993563,8.793184
605,9.394321,192.168.100.221,192.168.100.1,DNS,90,9.397979,9.394321,0.003658,9.390663,9.387005
606,9.397979,192.168.100.221,192.168.100.1,DNS,90,9.399189,9.397979,0.00121,9.396769,9.395559
607,9.399189,192.168.100.221,192.168.100.1,DNS,90,9.399326,9.399189,0.000137,9.399052,9.398915
608,9.399326,192.168.100.221,192.168.100.1,DNS,90,9.4289,9.399326,0.029574,9.369752,9.340178
609,9.4289,192.168.100.221,192.168.100.1,DNS,90,9.42901,9.4289,0.00011,9.42879,9.42868
610,9.42901,192.168.100.221,192.168.100.1,DNS,90,9.429285,9.42901,0.000275,9.428735,9.42846
611,9.429285,192.168.100.221,192.168.100.1,DNS,90,9.437879,9.429285,0.008594,9.420691,9.412097
612,9.437879,192.168.100.1,192.168.100.221,DNS,141,9.438454,9.437879,0.000575,9.437304,9.436729
613,9.438454,192.168.100.221,192.168.100.1,DNS,90,9.439806,9.438454,0.001352,9.437102,9.43575
614,9.439806,192.168.100.221,151.101.8.133,TCP,66,9.441865,9.439806,0.002059,9.437747,9.435688
615,9.441865,192.168.100.1,192.168.100.221,DNS,141,9.446203,9.441865,0.004338,9.437527,9.433189
616,9.446203,192.168.100.1,192.168.100.221,DNS,141,9.446279,9.446203,7.6E-05,9.446127,9.446051
617,9.446279,192.168.100.221,192.168.100.1,DNS,89,9.447675,9.446279,0.001396,9.444883,9.443487
618,9.447675,192.168.100.221,151.101.8.133,TCP,66,9.450154,9.447675,0.002479,9.445196,9.442717
619,9.450154,192.168.100.221,192.168.100.1,DNS,93,9.463698,9.450154,0.013544,9.43661,9.423066
620,9.463698,192.168.100.1,192.168.100.221,DNS,141,9.463786,9.463698,8.8E-05,9.46361,9.463522
621,9.463786,192.168.100.221,192.168.100.1,ICMP,169,9.471302,9.463786,0.007516,9.45627,9.448754
622,9.471302,151.101.8.133,192.168.100.221,TCP,66,9.471633,9.471302,0.000331,9.470971,9.47064
623,9.471633,192.168.100.221,151.101.8.133,TCP,54,9.472722,9.471633,0.001089,9.470544,9.469455
624,9.472722,192.168.100.221,151.101.8.133,TLSv1.2,585,9.478657,9.472722,0.005935,9.466787,9.460852
625,9.478657,151.101.8.133,192.168.100.221,TCP,66,9.478856,9.478657,0.000199,9.478458,9.478259
626,9.478856,192.168.100.221,151.101.8.133,TCP,54,9.479757,9.478856,0.000901,9.477955,9.477054
627,9.479757,192.168.100.221,151.101.8.133,TLSv1.2,585,9.48446,9.479757,0.004703,9.475054,9.470351
628,9.48446,192.168.100.221,192.168.100.1,DNS,93,9.484836,9.48446,0.000376,9.484084,9.483708
629,9.484836,192.168.100.221,192.168.100.1,DNS,89,9.491894,9.484836,0.007058,9.477778,9.47072
630,9.491894,192.168.100.1,192.168.100.221,DNS,141,9.495309,9.491894,0.003415,9.488479,9.485064
631,9.495309,192.168.100.1,192.168.100.221,DNS,126,9.504721,9.495309,0.009412,9.485897,9.476485
632,9.504721,151.101.8.133,192.168.100.221,TCP,54,9.504721,9.504721,0,9.504721,9.504721
633,9.504721,151.101.8.133,192.168.100.221,TLSv1.2,210,9.510411,9.504721,0.00569,9.499031,9.493341
634,9.510411,192.168.100.221,151.101.8.133,TLSv1.2,105,9.510638,9.510411,0.000227,9.510184,9.509957
635,9.510638,151.101.8.133,192.168.100.221,TCP,54,9.511332,9.510638,0.000694,9.509944,9.50925
636,9.511332,151.101.8.133,192.168.100.221,TLSv1.2,210,9.512951,9.511332,0.001619,9.509713,9.508094
637,9.512951,192.168.100.221,151.101.8.133,TLSv1.2,806,9.516565,9.512951,0.003614,9.509337,9.505723
638,9.516565,192.168.100.221,151.101.8.133,TLSv1.2,105,9.521719,9.516565,0.005154,9.511411,9.506257
639,9.521719,192.168.100.221,151.101.8.133,TLSv1.2,806,9.545781,9.521719,0.024062,9.497657,9.473595
640,9.545781,151.101.8.133,192.168.100.221,TCP,56,9.547084,9.545781,0.001303,9.544478,9.543175
641,9.547084,151.101.8.133,192.168.100.221,TLSv1.2,562,9.553304,9.547084,0.00622,9.540864,9.534644
642,9.553304,151.101.8.133,192.168.100.221,TCP,56,9.5546,9.553304,0.001296,9.552008,9.550712
643,9.5546,151.101.8.133,192.168.100.221,TLSv1.2,562,9.591727,9.5546,0.037127,9.517473,9.480346
644,9.591727,192.168.100.221,151.101.8.133,TCP,54,9.599697,9.591727,0.00797,9.583757,9.575787
645,9.599697,192.168.100.221,151.101.8.133,TCP,54,9.609335,9.599697,0.009638,9.590059,9.580421
646,9.609335,192.168.100.221,185.199.109.154,TCP,66,9.645662,9.609335,0.036327,9.573008,9.536681
647,9.645662,185.199.109.154,192.168.100.221,TCP,66,9.645805,9.645662,0.000143,9.645519,9.645376
648,9.645805,192.168.100.221,185.199.109.154,TCP,54,9.664968,9.645805,0.019163,9.626642,9.607479
649,9.664968,192.168.100.221,185.199.109.154,TLSv1.2,578,9.687083,9.664968,0.022115,9.642853,9.620738
650,9.687083,192.168.100.1,192.168.100.221,DNS,144,9.701442,9.687083,0.014359,9.672724,9.658365
651,9.701442,185.199.109.154,192.168.100.221,TCP,54,9.703813,9.701442,0.002371,9.699071,9.6967
652,9.703813,185.199.109.154,192.168.100.221,TLSv1.2,204,9.709486,9.703813,0.005673,9.69814,9.692467
653,9.709486,192.168.100.221,185.199.109.154,TLSv1.2,105,9.710119,9.709486,0.000633,9.708853,9.70822
654,9.710119,192.168.100.221,185.199.109.154,TLSv1.2,153,9.745902,9.710119,0.035783,9.674336,9.638553
655,9.745902,185.199.109.154,192.168.100.221,TCP,56,9.745903,9.745902,1E-06,9.745901,9.7459
656,9.745903,185.199.109.154,192.168.100.221,TLSv1.2,120,9.776749,9.745903,0.030846,9.715057,9.684211
657,9.776749,192.168.100.221,185.199.109.154,TLSv1.2,501,9.777276,9.776749,0.000527,9.776222,9.775695
658,9.777276,192.168.100.221,185.199.109.154,TLSv1.2,92,9.812572,9.777276,0.035296,9.74198,9.706684
659,9.812572,185.199.109.154,192.168.100.221,TCP,56,9.813122,9.812572,0.00055,9.812022,9.811472
660,9.813122,185.199.109.154,192.168.100.221,TLSv1.2,379,9.856239,9.813122,0.043117,9.770005,9.726888
661,9.856239,192.168.100.221,185.199.109.154,TCP,54,9.92263,9.856239,0.066391,9.789848,9.723457
662,9.92263,192.168.100.221,192.168.100.1,DNS,91,9.941087,9.92263,0.018457,9.904173,9.885716
663,9.941087,192.168.100.1,192.168.100.221,DNS,107,9.945891,9.941087,0.004804,9.936283,9.931479
664,9.945891,192.168.100.221,172.217.194.95,UDP,1392,9.946046,9.945891,0.000155,9.945736,9.945581
665,9.946046,192.168.100.221,172.217.194.95,UDP,576,9.981817,9.946046,0.035771,9.910275,9.874504
666,9.981817,172.217.194.95,192.168.100.221,UDP,1392,9.982786,9.981817,0.000969,9.980848,9.979879
667,9.982786,192.168.100.221,172.217.194.95,UDP,75,10.006558,9.982786,0.023772,9.959014,9.935242
668,10.006558,172.217.194.95,192.168.100.221,UDP,67,10.03629,10.006558,0.029732,9.976826,9.947094
669,10.03629,172.217.194.95,192.168.100.221,UDP,518,10.036291,10.03629,1E-06,10.036289,10.036288
670,10.036291,172.217.194.95,192.168.100.221,UDP,239,10.03739,10.036291,0.001099,10.035192,10.034093
671,10.03739,192.168.100.221,172.217.194.95,UDP,75,10.21266,10.03739,0.17527,9.86212,9.68685
672,10.21266,192.168.100.221,192.168.100.1,DNS,84,10.220547,10.21266,0.007887,10.204773,10.196886
673,10.220547,192.168.100.221,13.250.177.223,TLSv1.3,1300,10.22139,10.220547,0.000843,10.219704,10.218861
674,10.22139,192.168.100.221,13.250.177.223,TLSv1.3,1323,10.225506,10.22139,0.004116,10.217274,10.213158
675,10.225506,192.168.100.221,13.250.177.223,TCP,66,10.231299,10.225506,0.005793,10.219713,10.21392
676,10.231299,192.168.100.1,192.168.100.221,DNS,224,10.250964,10.231299,0.019665,10.211634,10.191969
677,10.250964,192.168.100.221,74.125.24.102,UDP,1392,10.251996,10.250964,0.001032,10.249932,10.2489
678,10.251996,13.250.177.223,192.168.100.221,TCP,56,10.254796,10.251996,0.0028,10.249196,10.246396
679,10.254796,13.250.177.223,192.168.100.221,TCP,66,10.255022,10.254796,0.000226,10.25457,10.254344
680,10.255022,192.168.100.221,13.250.177.223,TCP,54,10.256175,10.255022,0.001153,10.253869,10.252716
681,10.256175,192.168.100.221,13.250.177.223,TLSv1.3,571,10.284903,10.256175,0.028728,10.227447,10.198719
682,10.284903,74.125.24.102,192.168.100.221,UDP,1392,10.28682,10.284903,0.001917,10.282986,10.281069
683,10.28682,13.250.177.223,192.168.100.221,TLSv1.3,1466,10.286823,10.28682,3E-06,10.286817,10.286814
684,10.286823,13.250.177.223,192.168.100.221,TCP,1466,10.286824,10.286823,1E-06,10.286822,10.286821
685,10.286824,13.250.177.223,192.168.100.221,TLSv1.3,752,10.287046,10.286824,0.000222,10.286602,10.28638
686,10.287046,192.168.100.221,13.250.177.223,TCP,54,10.288815,10.287046,0.001769,10.285277,10.283508
687,10.288815,192.168.100.221,74.125.24.102,UDP,75,10.291967,10.288815,0.003152,10.285663,10.282511
688,10.291967,192.168.100.221,74.125.24.102,UDP,810,10.298402,10.291967,0.006435,10.285532,10.279097
689,10.298402,13.250.177.223,192.168.100.221,TCP,56,10.308492,10.298402,0.01009,10.288312,10.278222
690,10.308492,192.168.100.221,13.250.177.223,TLSv1.3,118,10.31055,10.308492,0.002058,10.306434,10.304376
691,10.31055,192.168.100.221,13.250.177.223,TLSv1.3,1353,10.324824,10.31055,0.014274,10.296276,10.282002
692,10.324824,74.125.24.102,192.168.100.221,UDP,530,10.324825,10.324824,1E-06,10.324823,10.324822
693,10.324825,74.125.24.102,192.168.100.221,UDP,67,10.326922,10.324825,0.002097,10.322728,10.320631
694,10.326922,192.168.100.221,74.125.24.102,UDP,75,10.336894,10.326922,0.009972,10.31695,10.306978
695,10.336894,13.250.177.223,192.168.100.221,TLSv1.3,133,10.336894,10.336894,0,10.336894,10.336894
696,10.336894,13.250.177.223,192.168.100.221,TLSv1.3,133,10.337154,10.336894,0.00026,10.336634,10.336374
697,10.337154,192.168.100.221,13.250.177.223,TCP,54,10.341693,10.337154,0.004539,10.332615,10.328076
698,10.341693,192.168.100.221,192.168.100.1,DNS,83,10.378144,10.341693,0.036451,10.305242,10.268791
699,10.378144,192.168.100.221,192.168.100.1,DNS,83,10.380533,10.378144,0.002389,10.375755,10.373366
700,10.380533,13.250.177.223,192.168.100.221,TCP,56,10.398551,10.380533,0.018018,10.362515,10.344497
701,10.398551,192.168.100.221,13.250.168.23,TCP,66,10.407167,10.398551,0.008616,10.389935,10.381319
702,10.407167,192.168.100.221,185.199.109.154,TLSv1.2,153,10.418238,10.407167,0.011071,10.396096,10.385025
703,10.418238,192.168.100.1,192.168.100.221,DNS,319,10.42249,10.418238,0.004252,10.413986,10.409734
704,10.42249,192.168.100.221,52.206.77.241,TCP,66,10.43144,10.42249,0.00895,10.41354,10.40459
705,10.43144,13.250.168.23,192.168.100.221,TCP,66,10.431641,10.43144,0.000201,10.431239,10.431038
706,10.431641,192.168.100.221,13.250.168.23,TCP,54,10.432687,10.431641,0.001046,10.430595,10.429549
707,10.432687,192.168.100.221,13.250.168.23,TLSv1.3,571,10.438528,10.432687,0.005841,10.426846,10.421005
708,10.438528,185.199.109.154,192.168.100.221,TCP,56,10.438528,10.438528,0,10.438528,10.438528
709,10.438528,185.199.109.154,192.168.100.221,TLSv1.2,120,10.467404,10.438528,0.028876,10.409652,10.380776
710,10.467404,13.250.168.23,192.168.100.221,TLSv1.3,1466,10.467405,10.467404,1E-06,10.467403,10.467402
711,10.467405,13.250.168.23,192.168.100.221,TCP,1466,10.467406,10.467405,1E-06,10.467404,10.467403
712,10.467406,13.250.168.23,192.168.100.221,TLSv1.3,751,10.467614,10.467406,0.000208,10.467198,10.46699
713,10.467614,192.168.100.221,13.250.168.23,TCP,54,10.479778,10.467614,0.012164,10.45545,10.443286
714,10.479778,192.168.100.221,185.199.109.154,TCP,54,10.491501,10.479778,0.011723,10.468055,10.456332
715,10.491501,192.168.100.221,13.250.168.23,TLSv1.3,118,10.493819,10.491501,0.002318,10.489183,10.486865
716,10.493819,192.168.100.221,13.250.168.23,TLSv1.3,868,10.494732,10.493819,0.000913,10.492906,10.491993
717,10.494732,192.168.100.221,13.250.168.23,TCP,1466,10.494733,10.494732,1E-06,10.494731,10.49473
718,10.494733,192.168.100.221,13.250.168.23,TCP,1466,10.494734,10.494733,1E-06,10.494732,10.494731
719,10.494734,192.168.100.221,13.250.168.23,TCP,1466,10.494736,10.494734,2E-06,10.494732,10.49473
720,10.494736,192.168.100.221,13.250.168.23,TCP,1466,10.494737,10.494736,1E-06,10.494735,10.494734
721,10.494737,192.168.100.221,13.250.168.23,TCP,1466,10.494737,10.494737,0,10.494737,10.494737
722,10.494737,192.168.100.221,13.250.168.23,TCP,1466,10.494738,10.494737,1E-06,10.494736,10.494735
723,10.494738,192.168.100.221,13.250.168.23,TLSv1.3,962,10.521878,10.494738,0.02714,10.467598,10.440458
724,10.521878,192.168.100.221,185.199.109.154,TLSv1.2,509,10.522679,10.521878,0.000801,10.521077,10.520276
725,10.522679,192.168.100.221,185.199.109.154,TLSv1.2,92,10.523708,10.522679,0.001029,10.52165,10.520621
726,10.523708,13.250.168.23,192.168.100.221,TLSv1.3,133,10.523709,10.523708,1E-06,10.523707,10.523706
727,10.523709,13.250.168.23,192.168.100.221,TLSv1.3,133,10.523885,10.523709,0.000176,10.523533,10.523357
728,10.523885,192.168.100.221,13.250.168.23,TCP,54,10.526227,10.523885,0.002342,10.521543,10.519201
729,10.526227,13.250.168.23,192.168.100.221,TCP,56,10.529397,10.526227,0.00317,10.523057,10.519887
730,10.529397,13.250.168.23,192.168.100.221,TCP,56,10.529397,10.529397,0,10.529397,10.529397
731,10.529397,13.250.168.23,192.168.100.221,TCP,56,10.529398,10.529397,1E-06,10.529396,10.529395
732,10.529398,13.250.168.23,192.168.100.221,TCP,56,10.529398,10.529398,0,10.529398,10.529398
733,10.529398,13.250.168.23,192.168.100.221,TCP,56,10.529398,10.529398,0,10.529398,10.529398
734,10.529398,13.250.168.23,192.168.100.221,TCP,56,10.529398,10.529398,0,10.529398,10.529398
735,10.529398,13.250.168.23,192.168.100.221,TCP,56,10.529399,10.529398,1E-06,10.529397,10.529396
736,10.529399,13.250.168.23,192.168.100.221,TCP,56,10.568533,10.529399,0.039134,10.490265,10.451131
737,10.568533,185.199.109.154,192.168.100.221,TCP,56,10.569937,10.568533,0.001404,10.567129,10.565725
738,10.569937,185.199.109.154,192.168.100.221,TLSv1.2,1334,10.574585,10.569937,0.004648,10.565289,10.560641
739,10.574585,13.250.177.223,192.168.100.221,TLSv1.3,1446,10.574586,10.574585,1E-06,10.574584,10.574583
740,10.574586,13.250.177.223,192.168.100.221,TLSv1.3,1092,10.574841,10.574586,0.000255,10.574331,10.574076
741,10.574841,192.168.100.221,13.250.177.223,TCP,54,10.592316,10.574841,0.017475,10.557366,10.539891
742,10.592316,192.168.100.221,52.206.77.241,TCP,66,10.615912,10.592316,0.023596,10.56872,10.545124
743,10.615912,192.168.100.221,185.199.109.154,TCP,54,10.616194,10.615912,0.000282,10.61563,10.615348
744,10.616194,13.250.177.223,192.168.100.221,TLSv1.3,1446,10.616195,10.616194,1E-06,10.616193,10.616192
745,10.616195,13.250.177.223,192.168.100.221,TLSv1.3,1081,10.6164,10.616195,0.000205,10.61599,10.615785
746,10.6164,192.168.100.221,13.250.177.223,TCP,54,10.618895,10.6164,0.002495,10.613905,10.61141
747,10.618895,13.250.177.223,192.168.100.221,TLSv1.3,107,10.663894,10.618895,0.044999,10.573896,10.528897
748,10.663894,192.168.100.221,13.250.177.223,TCP,54,10.682856,10.663894,0.018962,10.644932,10.62597
749,10.682856,52.206.77.241,192.168.100.221,TCP,66,10.683077,10.682856,0.000221,10.682635,10.682414
750,10.683077,192.168.100.221,52.206.77.241,TCP,54,10.684051,10.683077,0.000974,10.682103,10.681129
751,10.684051,192.168.100.221,52.206.77.241,TLSv1.2,571,10.686634,10.684051,0.002583,10.681468,10.678885
752,10.686634,13.250.177.223,192.168.100.221,TLSv1.3,1446,10.686637,10.686634,3E-06,10.686631,10.686628
753,10.686637,13.250.177.223,192.168.100.221,TLSv1.3,1130,10.686863,10.686637,0.000226,10.686411,10.686185
754,10.686863,192.168.100.221,13.250.177.223,TCP,54,10.79256,10.686863,0.105697,10.581166,10.475469
755,10.79256,13.250.168.23,192.168.100.221,TLSv1.3,1086,10.827231,10.79256,0.034671,10.757889,10.723218
756,10.827231,192.168.100.221,151.101.8.133,TLSv1.2,806,10.834221,10.827231,0.00699,10.820241,10.813251
757,10.834221,192.168.100.221,13.250.168.23,TCP,54,10.838281,10.834221,0.00406,10.830161,10.826101
758,10.838281,192.168.100.221,13.250.177.223,TLSv1.3,1356,10.852736,10.838281,0.014455,10.823826,10.809371
759,10.852736,52.206.77.241,192.168.100.221,TCP,66,10.852898,10.852736,0.000162,10.852574,10.852412
760,10.852898,192.168.100.221,52.206.77.241,TCP,54,10.860274,10.852898,0.007376,10.845522,10.838146
761,10.860274,151.101.8.133,192.168.100.221,TLSv1.2,562,10.866745,10.860274,0.006471,10.853803,10.847332
762,10.866745,13.250.177.223,192.168.100.221,TCP,56,10.873628,10.866745,0.006883,10.859862,10.852979
763,10.873628,192.168.100.221,52.206.77.241,TLSv1.2,571,10.905307,10.873628,0.031679,10.841949,10.81027
764,10.905307,192.168.100.221,151.101.8.133,TCP,54,10.944549,10.905307,0.039242,10.866065,10.826823
765,10.944549,52.206.77.241,192.168.100.221,TCP,54,10.947676,10.944549,0.003127,10.941422,10.938295
766,10.947676,52.206.77.241,192.168.100.221,TLSv1.2,1466,10.947676,10.947676,0,10.947676,10.947676
767,10.947676,52.206.77.241,192.168.100.221,TCP,1466,10.947679,10.947676,3E-06,10.947673,10.94767
768,10.947679,52.206.77.241,192.168.100.221,TLSv1.2,659,10.947863,10.947679,0.000184,10.947495,10.947311
769,10.947863,192.168.100.221,52.206.77.241,TCP,54,10.994617,10.947863,0.046754,10.901109,10.854355
770,10.994617,192.168.100.221,74.125.200.136,UDP,422,10.996528,10.994617,0.001911,10.992706,10.990795
771,10.996528,192.168.100.221,52.206.77.241,TLSv1.2,180,11.003237,10.996528,0.006709,10.989819,10.98311
772,11.003237,192.168.100.221,185.199.109.154,TLSv1.2,127,11.034967,11.003237,0.03173,10.971507,10.939777
773,11.034967,185.199.109.154,192.168.100.221,TLSv1.2,1232,11.039014,11.034967,0.004047,11.03092,11.026873
774,11.039014,74.125.200.136,192.168.100.221,UDP,68,11.056542,11.039014,0.017528,11.021486,11.003958
775,11.056542,74.125.200.136,192.168.100.221,UDP,940,11.056543,11.056542,1E-06,11.056541,11.05654
776,11.056543,74.125.200.136,192.168.100.221,UDP,69,11.056543,11.056543,0,11.056543,11.056543
777,11.056543,74.125.200.136,192.168.100.221,UDP,146,11.074746,11.056543,0.018203,11.03834,11.020137
778,11.074746,192.168.100.221,185.199.109.154,TCP,54,11.075026,11.074746,0.00028,11.074466,11.074186
779,11.075026,192.168.100.221,74.125.200.136,UDP,75,11.13399,11.075026,0.058964,11.016062,10.957098
780,11.13399,52.206.77.241,192.168.100.221,TCP,54,11.136809,11.13399,0.002819,11.131171,11.128352
781,11.136809,52.206.77.241,192.168.100.221,TLSv1.2,1466,11.136811,11.136809,2E-06,11.136807,11.136805
782,11.136811,52.206.77.241,192.168.100.221,TCP,1466,11.136812,11.136811,1E-06,11.13681,11.136809
783,11.136812,52.206.77.241,192.168.100.221,TLSv1.2,659,11.136993,11.136812,0.000181,11.136631,11.13645
784,11.136993,192.168.100.221,52.206.77.241,TCP,54,11.159008,11.136993,0.022015,11.114978,11.092963
785,11.159008,192.168.100.221,52.206.77.241,TLSv1.2,180,11.200194,11.159008,0.041186,11.117822,11.076636
786,11.200194,13.250.177.223,192.168.100.221,TLSv1.3,1446,11.200195,11.200194,1E-06,11.200193,11.200192
787,11.200195,13.250.177.223,192.168.100.221,TLSv1.3,1068,11.200195,11.200195,0,11.200195,11.200195
788,11.200195,13.250.177.223,192.168.100.221,TLSv1.3,107,11.200359,11.200195,0.000164,11.200031,11.199867
789,11.200359,192.168.100.221,13.250.177.223,TCP,54,11.256418,11.200359,0.056059,11.1443,11.088241
